,Headlines,Date,level_0,index,Close,High,Low,Open,Volume
2287,Meta to Reinstate Trump’s Facebook and Instagram Accounts,2023-01-25,3165,3165,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300
2288,Some Congressional Democrats Push Back on Biden’s Immigration Policies ; How Do Heavy Metals Like Lead Get in Baby Food?,2023-01-26,3166,3166,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100
2289,Meta’s Trump Calculus and Regime Change at Netflix ; The Threads That Bind Us ; Mishandling of Classified Information Has Congress Asking Questions,2023-01-27,3167,3167,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600
2290,Congressman Sends Inert Grenades to Colleagues at House Offices,2023-01-30,3168,3168,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800
2291,"Meet the Women Trying to Avoid a Spending Train Wreck in Congress ; GoodRx Leaked User Health Data to Facebook and Google, F.T.C. Says ; Judge Is Said to Let Meta’s Virtual Reality Deal Move Forward ; At Tyre Nichols’s Funeral, Vice President Kamala Harris Calls on Congress to Act ; Meta Posts $4.2 Billion Restructuring Charge",2023-02-01,3170,3170,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300
2292,"Nebraskans Are Sitting on Strategic Metals. Is Mining a Patriotic Duty? ; Investors Cheer Meta’s Slimmed-Down Ambitions ; They’re Not Just Dads, They’re Congressional Dads ; Meta Soars by Most in Decade, Adding $100 Billion in Value ; Congress Expands Scrutiny of Junior R.O.T.C. Programs",2023-02-02,3171,3171,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300
2293,Metal Detector Hobbyist Finds a 500-Year-Old Pendant Linked to Henry VIII,2023-02-03,3172,3172,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000
2294,"Meta, Long an A.I. Leader, Tries Not to Be Left Out of the Boom",2023-02-07,3174,3174,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300
2295,Hermès Wins MetaBirkins Lawsuit; Jurors Not Convinced NFTs Are Art ; Congress Is Investing in Alternatives to Police. Can They Work?,2023-02-08,3175,3175,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600
2296,Archives of ‘Lion King’ Choreographer Are Acquired by Library of Congress,2023-02-10,3177,3177,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100
2297,"A Manifesto for Loving the Darkness, and Not Metaphorically",2023-02-15,3180,3180,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400
2298,The PlayStation Goggles Are a Win for Gamers. Not for the Metaverse.,2023-02-16,3181,3181,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500
2299,"One Dead, a Dozen Injured in Explosion at Ohio Metal Plant ; Barbara Lee, a Longtime Congresswoman, Is Running for Senate in California ; David Cicilline to Leave Congress for Nonprofit ; Virginia Fourth Congressional District Special Election Results",2023-02-21,3183,3183,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600
2300,McClellan Wins in Virginia and Will Be State’s First Black Woman in Congress,2023-02-22,3184,3184,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500
2301,Pharrell Threads the Needle,2023-02-23,3185,3185,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000
2302,Security Agencies and Congress Brace for Fight Over Expiring Surveillance Law,2023-02-27,3187,3187,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300
2303,Biden Administration Asks Congress to Reauthorize Warrantless Surveillance Law,2023-02-28,3188,3188,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900
2304,The Heat on Salesforce Grows Ahead of a Big Earnings Call,2023-03-01,3189,3189,202.77000427246094,207.1999969482422,198.52000427246094,206.2100067138672,156852800
2305,"Congress Moves to Block Investment Rule, Setting Up Veto Fight ; New Biden Cybersecurity Strategy Assigns Responsibility to Tech Firms ; State Trooper Shot on Duty ‘Feet From’ Congressman’s Home in New Jersey",2023-03-02,3190,3190,190.89999389648438,193.75,186.00999450683594,186.74000549316406,181500700
2306,They Sneaked Into a Derelict Arms Plant: Instagrammers or Spies? ; Paid Accounts on Facebook and Instagram Arrive in Australia,2023-03-03,3191,3191,197.7899932861328,200.47999572753906,192.8800048828125,194.8000030517578,154193300
2307,"How a Derailed Train Galvanized an Ohio Town, and Congress ; A Gen Z Mystery: My Instagram Posts Keep Showing Up on Facebook! ; White House Said to Consider Pushing Congress on Dealing With TikTok",2023-03-06,3192,3192,193.80999755859375,198.60000610351562,192.3000030517578,198.5399932861328,128100100
2308,"Ben Savage, ‘Boy Meets World’ Actor, Is Running for Congress",2023-03-07,3193,3193,187.7100067138672,194.1999969482422,186.10000610351562,191.3800048828125,148125800
2309,Data Breach Could Compromise Lawmakers’ Personal Information,2023-03-09,3195,3195,172.9199981689453,185.17999267578125,172.50999450683594,180.25,170023800
2310,No Rest Between Censuses for Congressional Mapmakers,2023-03-10,3196,3196,173.44000244140625,178.2899932861328,168.44000244140625,175.1300048828125,191488900
2311,"Patricia Schroeder, Feminist Force in Congress, Dies at 82 ; Meta to Lay Off Another 10,000 Workers ; Maxine Waters says Congress should consider raising the cap on deposits backed by the F.D.I.C.",2023-03-14,3198,3198,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900
2312,Gold Metal Bags That Are Sure to Spark a Conversation,2023-03-16,3200,3200,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800
2313,Biden Asks Congress for New Tools to Target Executives of Failed Banks,2023-03-17,3201,3201,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100
2314,Meta Manager Was Hacked With Spyware and Wiretapped in Greece,2023-03-20,3202,3202,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400
2315,"John Jenrette Jr., Congressman Nabbed in Abscam Sting, Dies at 86",2023-03-21,3203,3203,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400
2316,What to Know About Today’s Congressional Hearing on TikTok ; Double-Barreled Economic Threat Puts Congress on Edge ; Utah Law Could Curb Use of TikTok and Instagram by Children and Teens,2023-03-23,3205,3205,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900
2317,Silicon Valley Bank’s Risks Went Deep. Congress Wants to Know Why.,2023-03-28,3208,3208,189.19000244140625,192.35000610351562,185.42999267578125,192.0,98654600
2318,Congress Votes to Roll Back Biden Administration Rule on Water,2023-03-29,3209,3209,193.8800048828125,195.2899932861328,189.44000244140625,193.1300048828125,123660000
2319,‘Lewis Capaldi: How I’m Feeling Now’ Review: Breakout Crooner in Meta Form,2023-04-05,3214,3214,185.52000427246094,190.67999267578125,183.75999450683594,190.52000427246094,133882500
2320,Using Facebook and Instagram to Find the Perfect Apartment,2023-04-10,3216,3216,184.50999450683594,185.10000610351562,176.11000061035156,179.94000244140625,142154600
2321,Leaders in Congress Given Classified Records Found at Homes of Biden and Trump,2023-04-11,3217,3217,186.7899932861328,189.19000244140625,185.64999389648438,186.69000244140625,115770900
2322,Mass Layoffs and Absentee Bosses Create a Morale Crisis at Meta,2023-04-12,3218,3218,180.5399932861328,191.5800018310547,180.30999755859375,190.74000549316406,150256300
2323,"‘Suzume’ Review: Gods, Spells and Instagram Posts",2023-04-13,3219,3219,185.89999389648438,186.5,180.94000244140625,182.9600067138672,112933000
2324,Texas Eighth Congressional District Primary Election Results,2023-04-18,3222,3222,184.30999755859375,187.69000244140625,183.5800018310547,187.14999389648438,92067000
2325,"As Fears of Banking Crisis Surged, Members of Congress Sold Bank Shares",2023-04-19,3223,3223,180.58999633789062,183.5,177.64999389648438,179.10000610351562,125732700
2326,"Gucci Raid Part of Growing E.U. Antitrust Scrutiny of Fashion ; How to Claim Your Share of Facebook’s $725 Million Privacy Settlement ; Bud Shuster, Unabashed ‘Asphalt King’ of Congress, Dies at 91",2023-04-20,3224,3224,162.99000549316406,169.6999969482422,160.55999755859375,166.1699981689453,210970800
2327,Morgan Wallen Fends Off Metallica for a Seventh Week at No. 1 ; Atlanta Prosecutor Sets Timetable for Charging Decisions in Trump Investigation,2023-04-24,3226,3226,162.5500030517578,165.64999389648438,158.61000061035156,164.64999389648438,140006600
2328,Chief Justice Declines to Testify Before Congress Over Ethics Concerns ; Meta Returns to Growth After Struggling With Falling Sales,2023-04-26,3228,3228,153.75,160.6699981689453,153.13999938964844,160.2899932861328,153364100
2329,McCarthy Offers to Host Netanyahu in Congress,2023-05-01,3231,3231,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000
2330,Alabama Third Congressional District Primary Election Results ; Minnesota First Congressional District Special Primary Election Results,2023-05-02,3232,3232,160.30999755859375,165.49000549316406,158.92999267578125,161.8800048828125,128259700
2331,F.T.C. Seeks ‘Blanket’ Ban on Meta’s Use of Young Users’ Data ; Congress Clashes With Biden Over Tariffs on Illegal Chinese Solar Panels,2023-05-03,3233,3233,160.61000061035156,165.0,159.91000366210938,160.00999450683594,119728000
2332,Wealthy Democratic Congressman Enters Maryland Senate Race ; Smaller Banks Are Scrambling as Share Prices Plunge,2023-05-04,3234,3234,161.1999969482422,162.9499969482422,159.64999389648438,162.7100067138672,95108500
2333,Staff Members Attacked With Bat at Congressman’s Virginia Office,2023-05-15,3241,3241,166.35000610351562,169.75999450683594,164.5500030517578,167.66000366210938,105592500
2334,The C.E.O. of OpenAI Heads to Congress to Discuss Rules for A.I. ; Congress Is Running Out of Days to Act on the Debt Ceiling ; House Democrats Move to Force a Vote on Expelling Santos From Congress ; Congressional Leaders Hopeful That Debt Limit Deal Is Possible Soon,2023-05-16,3242,3242,166.52000427246094,169.52000427246094,164.35000610351562,165.64999389648438,98288800
2335,"Ecuador’s President Dissolves Congress Amid Impeachment Trial ; Mickelson Among Players Interviewed in Antitrust Inquiry Into Pro Golf ; A Surrealist ‘Titanic’ — Featuring an Octopus, a Wiggly Dance and Mark Zuckerberg ; House Republicans Stall Effort to Kick George Santos Out of Congress",2023-05-17,3243,3243,173.86000061035156,174.5,167.19000244140625,168.41000366210938,125473600
2336,"In Battle Over A.I., Meta Decides to Give Away Its Crown Jewels ; Meta Gave Away Its A.I. Crown Jewels",2023-05-18,3244,3244,176.88999938964844,177.05999755859375,172.4499969482422,174.22000122070312,109520300
2337,Georgia Prosecutor Signals August Timetable for Charges in Trump Inquiry,2023-05-19,3245,3245,180.13999938964844,181.9499969482422,176.30999755859375,177.1699981689453,136024200
2338,Meta Fined $1.3 Billion for Violating E.U. Data Privacy Rules,2023-05-22,3246,3246,188.8699951171875,189.32000732421875,180.11000061035156,180.6999969482422,132001400
2339,Metalheads Take on the World in John Wray’s New Novel,2023-05-24,3248,3248,182.89999389648438,184.22000122070312,178.22000122070312,182.22999572753906,137605100
2340,"Tom Sawyer, Congressman Who Challenged Census Undercount, Dies at 77",2023-05-26,3250,3250,193.1699981689453,198.60000610351562,184.52999877929688,184.6199951171875,162061500
2341,The Big Part of the Debt Ceiling Deal Congress Isn’t Talking About ; Congress Is Turning Climate Gaslighting Into Law ; Judge Dismisses D.C.’s Privacy Lawsuit Against Meta,2023-06-01,3253,3253,207.52000427246094,209.8000030517578,199.3699951171875,202.58999633789062,148029900
2342,Apple Is Stepping Into the Metaverse. Will Anyone Care? ; Mark Zuckerberg Would Like You to Know About His Workouts,2023-06-02,3254,3254,213.97000122070312,217.25,209.75,210.14999389648438,164129000
2343,"With Prince Harry to Testify in Hacking Case, Royals Prepare to Cringe",2023-06-05,3255,3255,217.61000061035156,221.2899932861328,214.52000427246094,217.8000030517578,151143100
2344,Can Apple Take the Metaverse Mainstream?,2023-06-06,3256,3256,221.30999755859375,221.91000366210938,212.52999877929688,216.13999938964844,146911600
2345,"Prince Harry, Phone Hacking Avenger ; Senators Say TikTok May Have Misled Congress on Handling of U.S. User Data ; Golf’s Antitrust Problem Just Got Bigger",2023-06-07,3257,3257,224.57000732421875,230.8300018310547,223.1999969482422,228.0,185710800
2346,"After a Rocky Year, Zuckerberg Lays Out Meta’s Road Map to Employees",2023-06-08,3258,3258,234.86000061035156,235.22999572753906,223.00999450683594,224.22000122070312,164489700
2347,"Google’s Online Advertising Practices Violate Antitrust Laws, E.U. Says ; Congressional Support for Aiding Ukraine Frays Amid Spending Battle",2023-06-14,3262,3262,256.7900085449219,261.57000732421875,250.5,260.1700134277344,170575500
2348,"Congress Ended Pandemic Cash for Parents, but Some States Have Embraced the Idea",2023-06-15,3263,3263,255.89999389648438,258.95001220703125,247.2899932861328,248.39999389648438,160171200
2349,Meta to Lower Age for Users of Virtual Reality Headset to 10 From 13,2023-06-16,3264,3264,260.5400085449219,263.6000061035156,257.2099914550781,258.9200134277344,167563700
2350,Congress Spotlights ‘Serious’ Forced Labor Concerns With Chinese Shopping Sites ; Elon Musk Proposes ‘Cage Match’ With Mark Zuckerberg ; Liberal Democrats Boycott Modi’s Speech to Congress ; I.R.S. Agent Told Congress of Hunter Biden Invoking His Father in Business Deal,2023-06-22,3267,3267,264.6099853515625,265.0,248.25,250.77000427246094,166875900
2351,Canada Forces Google and Facebook to Pay News Outlets for Linking to Articles,2023-06-23,3268,3268,256.6000061035156,262.45001220703125,252.8000030517578,259.2900085449219,176584100
2352,Supreme Court Steps Aside in Fight Over Louisiana’s Congressional Maps,2023-06-26,3269,3269,241.0500030517578,258.3699951171875,240.6999969482422,250.07000732421875,179990600
2353,School Official Convicted After Students Ate Chicken With Bits of Metal ; ‘Asteroid City’: Wes Anderson and His All-Stars Go Meta,2023-06-28,3271,3271,256.239990234375,259.8800048828125,248.88999938964844,249.6999969482422,159770800
2354,"Cambodian Ruler’s Facebook Account Goes Dark After Spat With Meta ; Congress has the power to forgive student loans, but it’s exceedingly unlikely to do so.",2023-06-30,3273,3273,261.7699890136719,264.45001220703125,259.8900146484375,260.6000061035156,112267600
2355,"Meet Blackbraid, a Black Metal Musician With Native American Roots ; Threads, Instagram’s ‘Twitter Killer,’ Has Arrived",2023-07-05,3275,3275,282.4800109863281,283.8500061035156,277.6000061035156,278.82000732421875,131530900
2356,"Special Episode: Meta’s Twitter Rival Arrives, with Adam Mosseri ; Advertisers Pay Attention as Meta’s Twitter Rival Surges ; Threads Becomes Most Rapidly Downloaded App, Raising Twitter’s Ire",2023-07-06,3276,3276,276.5400085449219,279.9700012207031,272.8800048828125,278.0899963378906,120332100
2357,"Threads: An Early Vibe Check ; These 2024 Candidates Have Signed Up For Threads, Meta’s Twitter Alternative ; What Is the Threads Logo Supposed to Look Like?",2023-07-07,3277,3277,274.42999267578125,280.7799987792969,273.7699890136719,278.42999267578125,113602000
2358,Will Threads Kill Twitter? ; Other Sports Faced Congress’s Glare. Now Golf Will Get Its Turn. ; Sarah Silverman Sues OpenAI and Meta Over Copyright Infringement,2023-07-10,3278,3278,269.6099853515625,277.5199890136719,265.1000061035156,276.4700012207031,119425400
2359,"Blocked Rail Crossings Snarl Towns, but Congress Won’t Act ; Why the Early Success of Threads May Crash Into Reality",2023-07-11,3279,3279,269.7900085449219,270.8999938964844,266.3699951171875,268.6499938964844,91972400
2360,Threads Review: How Meta’s New App Stacks Up Against Twitter,2023-07-12,3280,3280,271.989990234375,276.5199890136719,271.4599914550781,276.3299865722656,95672100
2361,The A.I. Wars Heat Up as Elon Musk and Meta Enter the Ring ; F.T.C. Chair Faces Criticism in Congressional Hearing,2023-07-13,3281,3281,277.8999938964844,279.45001220703125,270.6000061035156,274.5899963378906,112681500
2362,Quotation of the Day: Women in Congress Put Equal Rights Amendment Back on the Agenda,2023-07-14,3282,3282,281.3800048828125,285.29998779296875,276.30999755859375,277.010009765625,119771100
2363,Is the Future of Twitter Hanging by Threads?,2023-07-17,3283,3283,290.3800048828125,292.2300109863281,283.57000732421875,286.6300048828125,131569600
2364,"In Congress, Democrats’ Rift Over Israel Flares on Eve of Herzog Visit ; Meta Unveils a More Powerful A.I. and Isn’t Fretting Over Who Uses It",2023-07-18,3284,3284,293.3399963378906,295.260009765625,286.010009765625,290.1499938964844,112434700
2365,Biden’s Antitrust Team Isn’t Backing Down From a Fight on Deals ; Protests Simmer in Israel as Country’s President Prepares to Address Congress,2023-07-19,3285,3285,291.260009765625,299.2900085449219,289.5199890136719,296.0400085449219,142355400
2366,"In ‘Twisted Metal’ Series, Killer Clowns Come With Class Commentary ; Hacking of Government Email Was Traditional Espionage, Official Says",2023-07-20,3286,3286,262.8999938964844,280.92999267578125,261.20001220703125,279.55999755859375,175158300
2367,Alabama Lawmakers Decline to Create New Majority-Black Congressional District,2023-07-21,3287,3287,260.0199890136719,268.0,255.8000030517578,268.0,161050100
2368,Are You Ready? The Nu Metal Renaissance Is Upon Us. ; A Student Sues After Suspension for Mocking Principal on Instagram,2023-07-24,3288,3288,269.05999755859375,269.8500061035156,254.1199951171875,255.85000610351562,136508500
2369,"Psychedelic Therapy, Threads vs. Twitter, My New Book and More",2023-07-25,3289,3289,265.2799987792969,272.8999938964844,265.0,272.3800048828125,112757300
2370,Republicans in Congress Seek to Block Hunter Biden’s Plea Deal ; Meta Profit Is Up 16% to $7.8 Billion in Recent Quarter,2023-07-26,3290,3290,264.3500061035156,268.0400085449219,261.75,263.25,95856200
2371,"What Happened When 15 of Twitter’s Top Celebrities Joined Threads ; Facebook’s Algorithm Is ‘Influential’ but Doesn’t Necessarily Change Beliefs, Researchers Say",2023-07-27,3291,3291,255.7100067138672,269.1300048828125,255.3000030517578,268.30999755859375,103697300
2372,A Facebook Internship That Led to a 650-Guest Wedding Celebration,2023-07-28,3292,3292,266.44000244140625,267.25,258.2300109863281,259.8599853515625,111446000
2373,"A 12-Foot Statue Without a Pedestal, Metaphoric or Otherwise",2023-08-01,3294,3294,261.07000732421875,266.4700012207031,260.25,266.260009765625,83166000
2374,Meta Begins Blocking News in Canada,2023-08-02,3295,3295,254.11000061035156,259.5199890136719,250.49000549316406,255.57000732421875,101752900
2375,Missing From Your Facebook News Feed: Canadian News ; The next steps in the case include setting a timetable for getting to trial.,2023-08-03,3296,3296,259.32000732421875,260.489990234375,252.0,252.0399932861328,97569100
2376,Amazon to Meet Regulators as U.S. Considers Possible Antitrust Suit,2023-08-07,3298,3298,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,111097900
2377,"Once Rare, Impeachments and Censures Have Become the Norm in Congress ; Banks Fined $549 Million Over Use of WhatsApp and Other Messaging Apps",2023-08-08,3299,3299,249.6999969482422,250.9199981689453,245.00999450683594,247.4499969482422,96642200
2378,"Why Alabama’s Congressional Maps May Need to Be Redrawn, Again",2023-08-14,3303,3303,239.75999450683594,240.66000366210938,233.75,235.6999969482422,98595300
2379,How Metallica Hard-Wires a Different Set List Every Night,2023-08-16,3305,3305,225.60000610351562,233.97000122070312,225.3800048828125,228.02000427246094,112484500
2380,"The Instagram Account That Shattered a California High School ; In Bars, Inboxes and Instagram Stories, Trivia Is Anybody’s Game",2023-08-17,3306,3306,219.22000122070312,226.74000549316406,218.8300018310547,226.05999755859375,120718400
2381,Canadian Officials Condemn Facebook for News Ban as Wildfires Burn,2023-08-22,3309,3309,233.19000244140625,240.82000732421875,229.5500030517578,240.25,130597900
2382,Proposal to Expand Political Betting Could Up the Ante on Control of Congress,2023-08-24,3311,3311,230.0399932861328,238.9199981689453,228.17999267578125,238.66000366210938,99777400
2383,How an Instagram Account Turned a Bay Area Community Against Itself,2023-08-28,3313,3313,238.82000732421875,244.3800048828125,235.35000610351562,242.5800018310547,107673700
2384,Meta’s ‘Biggest Single Takedown’ Removes Chinese Influence Campaign,2023-08-29,3314,3314,257.17999267578125,257.4800109863281,237.77000427246094,238.5800018310547,134047600
2385,Meta May Allow Instagram and Facebook Users in Europe to Pay to Avoid Ads,2023-09-01,3317,3317,245.00999450683594,259.0799865722656,242.00999450683594,257.260009765625,132272500
2386,Federal Court Again Strikes Down Alabama’s Congressional Map ; Utah 2nd Congressional District Special Primary Election Results  ; Rhode Island First Congressional District Special Primary Election Results,2023-09-05,3318,3318,256.489990234375,258.0,244.86000061035156,245.0,129469600
2387,"After Primary, Rhode Island Looks Set to Have Its First Black Member of Congress ; What Mark Zuckerberg Doesn’t Understand About Old People ; Google Turns to a Steady Old Hand to Fight Antitrust Charges",2023-09-06,3319,3319,251.9199981689453,255.38999938964844,245.05999755859375,255.13999938964844,116959800
2388,"‘Rotting in the Sun’ Review: Instagram, Real ; Peter Navarro Convicted of Contempt of Congress Over Jan. 6 Subpoena",2023-09-07,3320,3320,251.49000549316406,252.80999755859375,243.27000427246094,245.07000732421875,115312900
2389,Here Are the 20 Oldest Members of Congress,2023-09-08,3321,3321,248.5,256.5199890136719,246.6699981689453,251.22000122070312,118367700
2390,"Microsoft, Google and Antitrust: Similar Legal Theories in a Different Era",2023-09-11,3322,3322,273.5799865722656,274.8500061035156,260.6099853515625,264.2699890136719,174667900
2391,‘Cybersecurity Issue’ Forces Systems Shutdown at MGM Hotels and Casinos ; Alabama Asks Supreme Court to Revisit Dispute Over Congressional Map ; ‘A Monopolist Flexing’: U.S. Blasts Google’s Tactics as Antitrust Trial Opens,2023-09-12,3323,3323,267.4800109863281,278.3900146484375,266.6000061035156,270.760009765625,135999900
2392,"In Antitrust Trial, Former Google Employee Details History of Search Deals",2023-09-13,3324,3324,271.29998779296875,274.9800109863281,268.1000061035156,270.07000732421875,111673700
2393,Mummies From Outer Space? Mexico’s Congress Gets a Firsthand Look.,2023-09-14,3325,3325,276.0400085449219,276.7099914550781,270.4200134277344,271.32000732421875,107709800
2394,"Facing a Shutdown, Congress Melts Down ; Love Letter: A Moment of Metamorphosis",2023-09-15,3326,3326,274.3900146484375,278.9800109863281,271.0,277.54998779296875,133422800
2395,"Heavy Metal, on Pointe, in ‘Black Sabbath: The Ballet’",2023-09-25,3332,3332,246.99000549316406,247.10000610351562,238.30999755859375,243.3800048828125,104636600
2396,Instagram’s Favorite Bookseller Is Ready to Go Offline,2023-09-26,3333,3333,244.1199951171875,249.5500030517578,241.66000366210938,242.97999572753906,101993600
2397,"With Meta’s Quest 3, Mixed Reality Is Here. So Now What? ; Meet the A.I. Jane Austen: Meta Weaves A.I. Throughout Its Apps ; The Republicans Driving Congress Toward a Shutdown",2023-09-27,3334,3334,240.5,245.3300018310547,234.5800018310547,244.25999450683594,136597200
2398,"All Gas, No Brakes in A.I. + Metaverse Update + Lessons From a Prompt Engineer",2023-09-29,3336,3336,250.22000122070312,254.77000427246094,246.35000610351562,250.0,128346200
2399,"Congressman Becomes Latest Carjacking Victim as D.C. Crime Continues to Rise ; Senate Delegation to Travel to China During Congressional Recess ; Campbell Brown, Who Led Facebook News, Leaves Meta ; Matt Gaetz, a Polarizing Figure in Congress, Is Polarizing at Home, Too",2023-10-03,3338,3338,246.52999877929688,250.02000427246094,244.4499969482422,248.61000061035156,101985300
2400,Jimmy Kimmel Calls Gaetz ‘the Least Popular Guy in Congress Right Now’,2023-10-06,3341,3341,260.5299987792969,261.6499938964844,250.64999389648438,253.97999572753906,117947000
2401,Review: Arca Struts the Catwalk Between Diva and Meta Diva,2023-10-12,3345,3345,258.8699951171875,265.4100036621094,256.6300048828125,262.9200134277344,111508100
2402,"Microsoft Beats the Antitrust Odds on Its Activision Deal ; NASA Launches Psyche, a Mission to Explore a Metal Asteroid ; NASA Launches Mission to Explore a Metal Asteroid ; In Alaska, a Road to Metals Needed for Clean Energy Could Also Cause Harm",2023-10-13,3346,3346,251.1199951171875,259.6000061035156,250.22000122070312,258.8999938964844,102073800
2403,Social Media Users Accuse Facebook and Instagram of Suppressing Pro-Palestinian Posts,2023-10-16,3347,3347,253.9199981689453,255.39999389648438,248.47999572753906,250.0500030517578,88917200
2404,"Weekly Student News Quiz: Israel-Hamas War, Congress, Halloween ; Former Navajo Nation Leader Is Running for Congress in Arizona",2023-10-17,3348,3348,254.85000610351562,257.17999267578125,247.0800018310547,250.10000610351562,93562900
2405,"The Jim Jordan Seen in Congress Is the One Constituents Know in Ohio ; In Antitrust Trial, Google Argues That Smart Employees Explain Its Success",2023-10-18,3349,3349,242.67999267578125,254.6300048828125,242.0800018310547,252.6999969482422,125147800
2406,Meta Accused by States of Using Features to Lure Children to Instagram and Facebook,2023-10-24,3353,3353,216.52000427246094,222.0500030517578,214.11000061035156,216.5,118231100
2407,"What the U.S. Has Argued in the Google Antitrust Trial ; Bush’s Institute Issues an Urgent Plea for Congress to Renew His AIDS Program ; Meta Posts 23% Growth as Ads Rebound, With Profit More Than Doubling",2023-10-25,3354,3354,212.4199981689453,220.10000610351562,212.1999969482422,215.8800048828125,107065100
2408,"A Britney Spears Book Tour: No TV, No Podcasts, Lots of Instagram ; Blake Masters Announces Run for Congress, Skipping New Senate Bid",2023-10-26,3355,3355,205.75999450683594,214.8000030517578,204.8800048828125,211.32000732421875,115112600
2409,"The People v. Meta, Marques Brownlee on YouTube and Future Tech, and DALL-E 3 Arrives",2023-10-27,3356,3356,207.3000030517578,212.41000366210938,205.77000427246094,210.60000610351562,94881200
2410,"In Europe, Meta Offers Ad-Free Versions of Facebook and Instagram for First Time ; Democratic Rifts Over Israel Burst to the Forefront in Congress",2023-10-30,3357,3357,197.36000061035156,210.8800048828125,194.6699981689453,209.27999877929688,136448200
2411,"In Cyberattacks, Iran Shows Signs of Improved Hacking Capabilities",2023-10-31,3358,3358,200.83999633789062,202.8000030517578,194.07000732421875,196.1199951171875,118068300
2412,"In New Hampshire, a Democratic Congressman Debates Ramaswamy",2023-11-01,3359,3359,205.66000366210938,205.99000549316406,197.85000610351562,204.0399932861328,121661700
2413,"35 Years After Addressing Congress, James Hansen Has More Climate Warnings",2023-11-02,3360,3360,218.50999450683594,219.1999969482422,211.4499969482422,212.97000122070312,125987600
2414,Democrats in Congress Weigh Calls for Cease-Fire Amid Pressure From the Left,2023-11-06,3362,3362,219.27000427246094,226.32000732421875,215.0,223.97999572753906,117335800
2415,Rhode Island First Congressional District Special Election Results,2023-11-07,3363,3363,222.17999267578125,223.1199951171875,215.72000122070312,219.97999572753906,116900100
2416,Gabe Amo Is Elected Rhode Island’s First Black Member of Congress ; Mark Zuckerberg Taps the Strengths of WhatsApp ; Meta to Require Political Advertisers to Disclose Use of A.I. ; Congressional Split on Immigration Hangs Over Year-End Spending Fights,2023-11-08,3364,3364,222.11000061035156,224.14999389648438,217.63999938964844,223.14999389648438,106584800
2417,"The War in Gaza Is Also Unfolding on Instagram ; In Congress and on Campuses, ‘From the River to the Sea’ Inflames Debate",2023-11-09,3365,3365,209.97999572753906,220.8000030517578,206.67999267578125,219.75,142110500
2418,Democratic Aides in Congress Break With Their Bosses on Israel-Hamas War ; Biden’s Pacific Trade Pact Suffers Setback After Criticism From Congress,2023-11-13,3367,3367,223.7100067138672,225.39999389648438,211.61000061035156,215.60000610351562,140447600
2419,Google’s C.E.O. Takes Another Turn on the Antitrust Witness Stand ; What Google Argued to Defend Itself in Landmark Antitrust Trial ; How Microsoft’s Legal Legacy Shapes the Antitrust Case Against Google ; Threads Will Finally Let Users Delete Their Accounts Without Losing Instagram Too,2023-11-14,3368,3368,237.41000366210938,238.13999938964844,230.72000122070312,235.02999877929688,149771600
2420,"Congress Prevented a Shutdown, but the Spending Fight Is Far From Over",2023-11-16,3370,3370,233.58999633789062,240.8800048828125,230.9600067138672,239.49000549316406,136816800
2421,Utah Second Congressional District Special Election Results,2023-11-22,3374,3374,234.2100067138672,244.00999450683594,231.39999389648438,242.0399932861328,117950600
2422,"How the Biden Administration Took the Pen Away From Meta, Google and Amazon ; Botox, Hermès and OnlyFans: Why This May Be George Santos’s Last Week in Congress",2023-11-27,3376,3376,236.0800018310547,238.3300018310547,232.10000610351562,236.88999938964844,112031800
